bank,comments,sentiment,date,source
Banco BCR,El proceso de solicitud de préstamo fue rápido Repellendus veritatis quasi labore.,1,2023-11-14,Instagram
Banco Popular,La aplicación móvil es fácil de usar Saepe itaque doloremque fuga totam quasi.,1,2023-11-14,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Libero et rerum perferendis consequatur fugit voluptatibus.,0,2023-11-14,Twitter
Banco Popular,El proceso de solicitud de préstamo fue rápido Soluta laborum amet voluptatem at sint.,1,2023-11-15,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Facere tempora reprehenderit dolor.,0,2023-11-15,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Quis alias reprehenderit impedit eos assumenda.,1,2023-11-15,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Id architecto facere voluptate laborum vitae laborum.,0,2023-11-16,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Soluta debitis inventore ratione.,0,2023-11-16,Twitter
Banco Nacional,Excelente servicio al cliente Autem accusantium ipsa error quidem.,1,2023-11-16,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Totam soluta nobis perspiciatis voluptatem modi fugit.,0,2023-11-17,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Minus ut blanditiis asperiores necessitatibus.,1,2023-11-17,Twitter
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Delectus soluta nobis et.,0,2023-11-17,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Quibusdam eveniet impedit velit.,0,2023-11-18,Twitter
Banco Nacional,Excelente servicio al cliente Adipisci sunt ea ipsa eligendi repellendus tempora.,1,2023-11-18,Instagram
Banco BCR,La aplicación móvil es fácil de usar Deleniti eligendi animi illum explicabo distinctio.,1,2023-11-18,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Alias itaque fugit consectetur optio aperiam.,1,2023-11-19,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Maiores commodi facere porro in beatae deleniti.,0,2023-11-19,Facebook
Banco Popular,Los cargos de la cuenta son demasiado altos Inventore fugiat velit recusandae laudantium dolore provident.,0,2023-11-19,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Repellat cumque ratione delectus odio a voluptas.,0,2023-11-20,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Eius numquam culpa a eaque.,0,2023-11-20,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Commodi nihil accusamus voluptatum aut possimus provident.,0,2023-11-20,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Enim fugit repudiandae esse eum magnam illo earum.,0,2023-11-21,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Eligendi molestiae dignissimos cupiditate aliquam at nulla ipsam.,1,2023-11-21,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Inventore culpa nostrum at ex suscipit.,0,2023-11-21,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Dolore laboriosam culpa laboriosam vitae.,0,2023-11-22,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Ducimus adipisci vitae illum ullam.,1,2023-11-22,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Sed eum at iure ullam eum sapiente.,1,2023-11-22,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables At iure tenetur tempora placeat accusamus culpa.,0,2023-11-23,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Quae fuga pariatur dignissimos accusamus.,0,2023-11-23,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Nisi quae officiis officiis nostrum molestias.,0,2023-11-23,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Rem architecto nostrum deleniti.,0,2023-11-24,Twitter
Banco Nacional,Excelente servicio al cliente Excepturi exercitationem vitae doloribus.,1,2023-11-24,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Officia facere deleniti veniam.,0,2023-11-24,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Nulla a sint vel.,0,2023-11-25,Instagram
Banco Nacional,El proceso de solicitud de préstamo fue rápido Odit amet a quas explicabo harum.,1,2023-11-25,Twitter
Banco Popular,Excelente servicio al cliente Debitis quasi harum earum.,1,2023-11-25,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Porro occaecati minus modi quam ad consequatur.,0,2023-11-26,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Quos sunt quam quo sed nostrum incidunt.,0,2023-11-26,Instagram
Banco Popular,Los cargos de la cuenta son demasiado altos Repellendus cum ipsa qui eligendi ad.,0,2023-11-26,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Eos quod alias culpa.,1,2023-11-27,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Nisi enim iure placeat ut explicabo distinctio.,1,2023-11-27,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Nobis quaerat quam.,0,2023-11-27,Facebook
Banco Popular,Los cargos de la cuenta son demasiado altos Sed quos accusamus porro.,0,2023-11-28,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Quia nihil id omnis nisi.,0,2023-11-28,Instagram
Banco BCR,La aplicación móvil es fácil de usar Itaque ad aliquam aliquid neque sed nesciunt.,1,2023-11-28,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Doloribus voluptates repellendus deserunt natus vitae voluptatem.,1,2023-11-29,Facebook
Banco Nacional,Tengo problemas para acceder a mi cuenta Maiores dignissimos nulla nihil qui suscipit.,0,2023-11-29,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Voluptas libero placeat quas doloribus.,1,2023-11-29,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Recusandae doloribus labore.,0,2023-11-30,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Alias facilis fugit sequi suscipit soluta.,0,2023-11-30,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Quidem quasi quo quod.,0,2023-11-30,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Praesentium deserunt totam voluptatum accusamus quibusdam dolores.,0,2023-12-01,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Ipsam modi suscipit cumque.,0,2023-12-01,Instagram
Banco Popular,La aplicación móvil es fácil de usar Iusto mollitia eius.,1,2023-12-01,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Numquam dolore dicta ullam.,0,2023-12-02,Instagram
Banco Popular,La aplicación móvil es fácil de usar Dolores ipsam modi repellat libero quae.,1,2023-12-02,Instagram
Banco Popular,Excelente servicio al cliente Omnis necessitatibus vitae quidem nisi quis.,1,2023-12-02,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Doloremque debitis ad dolorem nesciunt.,0,2023-12-03,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Nulla nesciunt minus amet fuga.,0,2023-12-03,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Officiis tempore consequatur fugit distinctio accusantium.,0,2023-12-03,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Autem distinctio qui consectetur sit maxime tenetur eum.,0,2023-12-04,Instagram
Banco BCR,El proceso de solicitud de préstamo fue rápido Iste a molestias est magni.,1,2023-12-04,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Assumenda sint nostrum consequuntur recusandae cupiditate.,1,2023-12-04,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Necessitatibus impedit rem quas iste.,0,2023-12-05,Twitter
Banco Nacional,El proceso de solicitud de préstamo fue rápido Iste cum voluptas harum blanditiis.,1,2023-12-05,Twitter
Banco BCR,Excelente servicio al cliente Totam quibusdam recusandae ab ex dicta.,1,2023-12-05,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido In quis explicabo quam consequatur consequatur.,1,2023-12-06,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Veniam assumenda modi exercitationem in eum itaque.,0,2023-12-06,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Numquam voluptates placeat eos consectetur quaerat quasi quis.,0,2023-12-06,Facebook
Banco BCR,Excelente servicio al cliente Ut nesciunt quisquam animi pariatur ducimus minus.,1,2023-12-07,Twitter
Banco BCR,Excelente servicio al cliente Eaque ipsa eaque quisquam magni.,1,2023-12-07,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Quibusdam natus at deserunt excepturi nisi accusantium quas.,1,2023-12-07,Instagram
Banco Nacional,Excelente servicio al cliente Molestiae reprehenderit eaque blanditiis eveniet delectus sint totam.,1,2023-12-08,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Minima recusandae totam.,0,2023-12-08,Instagram
Banco BCR,El proceso de solicitud de préstamo fue rápido Recusandae aliquam illo earum id cupiditate architecto.,1,2023-12-08,Facebook
Banco Popular,Los cargos de la cuenta son demasiado altos Illum adipisci eligendi non.,0,2023-12-09,Instagram
Banco Nacional,Excelente servicio al cliente Quas quo delectus unde id nemo.,1,2023-12-09,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Nihil ut quam eligendi.,0,2023-12-09,Twitter
Banco Nacional,Excelente servicio al cliente Aliquam hic iusto omnis corrupti molestiae.,1,2023-12-10,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Facere facilis ipsa eos hic autem unde.,0,2023-12-10,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Expedita cum commodi alias libero.,0,2023-12-10,Facebook
Banco Nacional,Excelente servicio al cliente Excepturi nostrum blanditiis magnam occaecati.,1,2023-12-11,Instagram
Banco Nacional,Excelente servicio al cliente Quis sequi ratione repellendus eum.,1,2023-12-11,Facebook
Banco Popular,Excelente servicio al cliente Qui culpa optio doloremque tempora quam.,1,2023-12-11,Instagram
Banco BCR,Excelente servicio al cliente Laboriosam iure debitis voluptatum minima deserunt.,1,2023-12-12,Facebook
Banco Popular,Los cargos de la cuenta son demasiado altos Facere magni vero saepe.,0,2023-12-12,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Expedita soluta ut perferendis voluptas numquam numquam dolor.,1,2023-12-12,Twitter
Banco BCR,La aplicación móvil es fácil de usar Vitae occaecati exercitationem.,1,2023-12-13,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Qui deleniti nisi cum.,0,2023-12-13,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Asperiores soluta explicabo fugiat.,0,2023-12-13,Facebook
Banco Nacional,Los cargos de la cuenta son demasiado altos Accusamus itaque sapiente.,0,2023-12-14,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Similique voluptas consequuntur cupiditate voluptatum.,0,2023-12-14,Instagram
Banco Popular,Excelente servicio al cliente Facere expedita magni voluptate suscipit fugiat nihil.,1,2023-12-14,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Perferendis veritatis officiis maiores amet.,0,2023-12-15,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Laborum enim assumenda facere mollitia.,0,2023-12-15,Twitter
Banco Popular,El proceso de solicitud de préstamo fue rápido Amet sapiente commodi quaerat dolore.,1,2023-12-15,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Neque voluptas placeat perferendis fuga suscipit soluta.,0,2023-12-16,Instagram
Banco BCR,La aplicación móvil es fácil de usar Fugit eum rem ipsa in fugit ut sit.,1,2023-12-16,Facebook
Banco BCR,Excelente servicio al cliente Placeat exercitationem eaque eveniet sit hic omnis.,1,2023-12-16,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Pariatur doloremque itaque exercitationem quia eligendi.,0,2023-12-17,Twitter
Banco Nacional,Excelente servicio al cliente Molestias asperiores deserunt in.,1,2023-12-17,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Ad cumque earum temporibus totam quasi fuga.,1,2023-12-17,Twitter
Banco BCR,La aplicación móvil es fácil de usar Tenetur nobis corporis.,1,2023-12-18,Facebook
Banco Nacional,Tengo problemas para acceder a mi cuenta Corrupti maiores fugit pariatur.,0,2023-12-18,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Ratione fugit ipsa qui.,0,2023-12-18,Facebook
Banco BCR,Tengo problemas para acceder a mi cuenta Optio perferendis consequatur perferendis.,0,2023-12-19,Instagram
Banco BCR,Excelente servicio al cliente Soluta alias distinctio quos.,1,2023-12-19,Twitter
Banco Popular,La aplicación móvil es fácil de usar Expedita eveniet dignissimos atque animi autem architecto aperiam.,1,2023-12-19,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Quibusdam quasi distinctio est et deleniti rem.,0,2023-12-20,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Commodi corrupti explicabo impedit nesciunt.,1,2023-12-20,Instagram
Banco Popular,La aplicación móvil es fácil de usar Repellendus debitis nihil odio repudiandae magni eum.,1,2023-12-20,Twitter
Banco Popular,La aplicación móvil es fácil de usar Iure ex mollitia cupiditate.,1,2023-12-21,Facebook
Banco Nacional,Los cargos de la cuenta son demasiado altos Laboriosam iste sapiente voluptates.,0,2023-12-21,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Ducimus doloribus molestiae.,1,2023-12-21,Twitter
Banco BCR,Excelente servicio al cliente Amet neque soluta modi molestias cumque eveniet.,1,2023-12-22,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Itaque placeat officia quibusdam voluptatem.,0,2023-12-22,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Reiciendis iure maiores nesciunt culpa dolorem eligendi explicabo.,1,2023-12-22,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Architecto optio blanditiis laborum optio.,0,2023-12-23,Twitter
Banco BCR,La aplicación móvil es fácil de usar Error ab assumenda molestias odio odit.,1,2023-12-23,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Ipsa laboriosam consequatur nulla voluptate dignissimos.,0,2023-12-23,Twitter
Banco Popular,La aplicación móvil es fácil de usar Iste unde accusantium ratione praesentium.,1,2023-12-24,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Excepturi expedita mollitia quas.,1,2023-12-24,Twitter
Banco BCR,Excelente servicio al cliente Perspiciatis sit eos.,1,2023-12-24,Facebook
Banco BCR,La aplicación móvil es fácil de usar At consequuntur repellendus eos consectetur error.,1,2023-12-25,Twitter
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Voluptatum labore vel labore corrupti.,0,2023-12-25,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Eius libero quisquam dicta.,0,2023-12-25,Twitter
Banco Nacional,El proceso de solicitud de préstamo fue rápido Nesciunt voluptatem consequuntur explicabo.,1,2023-12-26,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Vero harum ipsum necessitatibus delectus.,0,2023-12-26,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Consectetur cumque rerum fugiat voluptates dolores labore.,1,2023-12-26,Twitter
Banco BCR,El proceso de solicitud de préstamo fue rápido Quasi vero ut tenetur nemo exercitationem.,1,2023-12-27,Twitter
Banco Nacional,Excelente servicio al cliente Qui mollitia repellendus nam doloribus et laborum.,1,2023-12-27,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Aut sunt cumque.,0,2023-12-27,Facebook
Banco Nacional,Los cargos de la cuenta son demasiado altos Maiores reiciendis dolore nulla et.,0,2023-12-28,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Beatae similique ut minus.,0,2023-12-28,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Perferendis voluptas molestias unde at sequi quisquam.,0,2023-12-28,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Eveniet aut esse est amet quos.,0,2023-12-29,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Dolor voluptatibus eligendi nisi iste natus tempora.,0,2023-12-29,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Odio et quos minus soluta porro porro.,0,2023-12-29,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Similique voluptatum deleniti vel.,0,2023-12-30,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Sunt est asperiores possimus atque repudiandae consequuntur.,0,2023-12-30,Twitter
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Fugiat exercitationem molestias rerum possimus pariatur.,0,2023-12-30,Instagram
